ID_g,Cu_g,Zn_g,Cd_s,Cu_s,Zn_s,Ni_s,SOM,pH,Cd_sa,Cu_sa,Zn_sa,Ni_sa,Temp,Aspect,TWI,Slope,Altitude,JZ,TR,DL,CI,PSRI,CSVI,NDVI,Lon,Lat
322,6.5172,36.6166,0.1428,22.0747,77.8144,33.0365,77.6631,7.927,0.05256301,1.1825,0.26648,0.95635,28.97,1.5705,5.52146,0.07983,3512,0,0,1,0.658527,0.0959622,0.24347,0.409062,99.7375,36.092
323,5.8343,27.3604,0.1236,24.0725,78.8117,32.0308,77.5628,6.14,0.09353078,3.5455,2.60989,4.6375,22.72,2.52087,9.28832,0.085812,3890,1,0,0,1.61531,0.0691866,0.219228,0.456041,100.939,33.66459
324,5.0722,28.9878,0.102,25.0714,70.8333,23.9849,77.3621,8.147,0.05212663,2.8454,0.5896,1.0378,28.156,6.21544,4.89064,0.149216,4015,0,0,1,0.15039,0.248696,0.501855,0.141861,99.80742,36.06979
325,6.9131,28.1741,0.153,20.0769,90.7793,34.0422,76.9607,6.789,0.06442839,2.1204,1.27223,1.64436,21.96,3.66897,7.049,0.271013,4140,0,1,0,0.686266,0.0727719,0.230233,0.447436,101.6379,35.19293
326,7.5564,45.7711,0.153,22.0747,64.8495,30.0193,76.6597,7.568,0.03758063,0.7823,0.56429,0.86723,25.972,5.49675,5.17489,0.0565083,3459,0,1,0,1.07813,0.0384804,0.151813,0.551414,101.711,35.33591
327,4.9337,25.326,0.1236,21.0758,86.7901,36.0537,76.5594,5.811,0.0864448,2.5166,2.13114,2.96628,23.016,3.87868,6.69358,0.288998,3986,1,0,0,1.31021,0.168544,0.361344,0.270419,100.973,33.44692
328,5.1613,32.3445,0.1236,18.0791,76.8171,38.0652,76.2584,6.739,0.05256301,1.7172,1.72189,1.4289,21.556,1.5705,4.50986,0.414507,4045,0,1,0,0.668015,0.115519,0.223576,0.424954,101.6356,35.42498
329,5.3691,31.7342,0.144,24.0725,89.782,24.9906,76.2584,6.859,0.09113069,1.747,6.4289,1.98937,20.618,5.21301,3.74777,0.61548,4124,1,0,0,1.32972,0.159058,0.338882,0.304625,100.3563,33.67514
330,10.396,32.9548,0.1428,19.078,65.8468,23.9849,75.9573,8.137,0.03294669,0.703,0.35543,0.54624,29.038,5.96031,5.62293,0.247783,3993,0,0,1,0.255653,0.152247,0.41892,0.228514,99.51014,35.82257
331,7.0912,26.9535,0.153,20.0769,67.8414,35.048,75.9573,7.768,0.05654238,0.8283,0.42813,0.81687,24.246,4.37059,7.02539,0.317789,3366,0,1,0,0.769015,0.0650989,0.200035,0.470927,101.8869,35.63242
332,7.5861,50.6535,0.0624,12.0857,55.8738,14.9333,75.857,6.39,0.11947461,2.5716,5.35485,3.38341,22.782,0.197358,5.97185,0.151794,4039,1,0,0,1.37751,0.139314,0.322639,0.312676,100.3594,33.54953
333,4.706,18.7144,0.093,25.0714,102.7469,30.0193,75.7567,6.709,0.10707934,1.6382,5.99402,1.59959,22.706,5.52,4.99694,0.546483,4239,1,0,0,1.36781,0.167218,0.299425,0.349757,100.2763,33.50016
334,3.4293,30.717,0.1326,18.0791,72.8279,30.0193,75.556,6.769,0.07128579,2.5293,1.38252,2.32112,23.98,1.10694,7.71247,0.0446916,3615,0,1,0,0.465772,0.13064,0.286955,0.340418,101.7455,35.23782
335,5.5275,26.9535,0.246,49.045,172.5579,75.2774,75.3553,7.748,0.04299382,1.4528,1.86923,0.85685,23.044,1.91599,5.01424,0.488461,3367,0,1,0,0.617944,0.051385,0.353666,0.31876,101.8464,35.36484
336,3.4887,24.5123,0.1338,25.0714,93.7712,32.0308,75.255,6.899,0.08934361,3.3047,3.80611,2.92139,23.37,2.69236,3.50767,0.539929,4020,1,0,0,1.34755,0.160435,0.366479,0.277291,100.5291,33.40484
337,6.3786,32.6496,0.1338,25.0714,87.7874,38.0652,75.1546,6.989,0.07114033,1.6183,1.63332,1.70388,27.202,2.92237,4.68643,0.353308,3800,0,0,1,0.429558,0.0891365,0.326406,0.306878,99.75739,35.98482
338,6.2895,32.5479,0.0816,16.0813,75.8198,34.0422,74.9539,5.88,0.05948275,2.2188,1.06445,2.77943,22.988,4.95643,4.798,0.0822759,3955,1,0,0,1.55188,0.111212,0.232287,0.418563,101.0616,33.45007
339,5.4186,33.6668,0.1224,19.078,77.8144,34.0422,74.8536,6.689,0.06463619,1.4525,0.67832,1.51148,23.602,0.46356,4.71674,0.177013,3678,0,1,0,0.943041,0.0525338,0.163822,0.533232,101.825,35.58205
340,6.052,39.1595,0.102,14.0835,70.8333,24.9906,74.3519,6.45,0.05292666,1.9888,0.54615,1.84302,25.204,1.5705,8.77956,0.07983,3774,0,1,0,1.05133,0.0544237,0.16594,0.508366,101.7772,35.5827
341,4.0825,22.9865,0.1236,23.0736,93.7712,33.0365,74.0509,6.719,0.0813537,2.9451,2.81278,3.37964,23.302,2.15839,3.83352,0.408346,4380,1,0,0,1.34979,0.154608,0.363527,0.282449,100.4005,33.65522
342,3.2215,15.0526,0.1236,27.0692,94.7685,36.0537,73.8502,6.36,0.10521953,2.7101,3.13797,3.75682,22.474,4.64777,5.45347,0.440144,4228,1,0,0,1.36124,0.15859,0.353385,0.284044,100.3563,33.56725
343,6.0619,34.4805,0.1326,20.0769,74.8225,31.025,73.6495,6.48,0.06800255,2.9385,0.68066,1.8793,26.952,1.0635,5.26918,0.390659,4084,0,0,1,0.339993,0.0660629,0.363768,0.292081,99.69038,36.05772
344,6.6755,44.8557,0.1224,22.0747,69.836,34.0422,73.5492,8.347,0.03928459,0.916,0.36521,0.60137,29,5.83971,4.96071,0.20722,3690,0,0,1,0.428886,0.13255,0.314125,0.321883,99.60259,36.11241
345,5.4384,36.3114,0.2244,29.067,84.7955,40.0767,73.5492,6.859,0.09010208,1.4704,0.8097,2.04771,24.38,4.53168,5.87989,0.219988,3648,0,1,0,0.641278,0.101755,0.229791,0.433082,101.6961,35.31326
346,5.7155,27.8689,0.0918,23.0736,93.7712,30.0193,73.2482,5.831,0.02303463,1.155,1.51917,1.40219,23.984,0.959889,5.8527,0.454213,4330,1,0,0,1.25627,0.226195,0.363483,0.246683,100.5962,33.53151
347,4.7155,29.5981,0.1644,22.0747,103.7442,32.0308,73.2482,5.841,0.14060787,2.9653,1.88088,2.75674,24.988,2.11082,8.1891,0.0582436,4265,1,0,0,1.31701,0.161348,0.34497,0.26694,100.785,33.68307
348,6.0817,41.3973,0.1032,20.0769,101.7496,24.9906,73.2482,6.25,0.10716246,2.3523,2.84639,2.94477,23.042,4.43854,5.26058,0.254007,4242,1,0,0,1.4339,0.149181,0.295356,0.338595,100.5718,33.48822
349,5.0524,35.7011,0.1428,17.0802,76.8171,31.025,72.9471,5.072,0.02103975,0.8471,0.34179,1.05938,22.86,2.81931,0,0,4311,0,1,0,0.352941,0.154204,0.357511,0.273555,101.7339,35.52881
350,6.3885,43.7368,0.1632,23.0736,76.8171,35.048,72.6461,7.358,0.07477683,2.0583,0.66347,1.1205,26.962,1.19007,3.14467,0.406784,4536,0,0,1,0.547715,0.131379,0.234842,0.40754,99.35812,35.92638
351,3.271,25.5294,0.1338,13.0846,103.7442,29.0136,72.6461,5.471,0.09449705,1.7601,2.20588,2.00477,22.484,3.08843,6.04137,0.188016,4145,1,0,0,1.53462,0.085676,0.250922,0.3903,100.9419,33.50533
352,3.9341,42.7196,0.2052,29.067,71.8306,30.0193,72.6461,7.738,0.13831168,2.4783,3.66979,1.12708,25.186,1.35187,14.9138,0.182343,3778,0,1,0,0.528926,0.136618,0.278638,0.370842,101.6469,35.3121
353,3.1423,22.1728,0.1032,20.0769,79.809,32.0308,72.4454,6.819,0.09304245,3.5879,2.32966,3.89213,22.988,4.88057,9.64907,0.394166,4219,1,0,0,1.44561,0.121073,0.3752,0.289059,100.6964,33.4176
354,5.4087,23.6985,0.2754,23.0736,82.8009,37.0594,72.2448,7.788,0.09661661,1.0381,1.32898,0.8575,23.846,2.09184,3.60816,0.496706,3532,0,1,0,0.93501,0.033237,0.167736,0.546804,101.8512,35.63294
355,6.5172,40.4818,0.1338,20.0769,75.8198,33.0365,72.0441,6.729,0.05798659,1.7601,2.71888,1.80204,23.09,1.19007,7.20511,0.212165,4001,1,0,0,1.33834,0.0454545,0.327902,0.328014,100.8531,33.58063
356,6.2401,41.6007,0.1224,14.0835,62.8549,25.9964,71.8434,7.109,0.06489594,1.1218,0.53877,0.75882,23.36,2.96344,5.0201,0.377254,4338,0,0,1,0.309505,0.172775,0.389942,0.252174,99.52874,35.57624
357,3.9341,28.8861,0.093,22.0747,78.8117,32.0308,71.8434,6.03,0.08379535,2.5826,1.56072,3.33754,24.772,4.7115,5.52146,0.0399787,4086,1,0,0,1.40928,0.146503,0.31866,0.312922,100.7237,33.41702
358,5.3592,36.7183,0.0726,15.0824,118.7037,14.9333,71.5424,6.689,0.09429964,2.8968,3.90099,2.94477,21.66,0.110636,6.87345,0.347515,4097,1,0,0,1.44279,0.173042,0.286997,0.33149,100.5062,33.47604
359,2.9543,27.0552,0.1338,21.0758,102.7469,31.025,71.3417,7.208,0.06428293,1.6919,2.89403,1.99985,21.46,4.24794,7.74816,0.120248,3852,1,0,0,1.32187,0.165205,0.35355,0.28169,100.3182,33.62192
360,9.7535,27.6655,0.1632,22.0747,76.8171,38.0652,71.2414,8.586,0.11691867,0.6418,0.85304,0.39017,26.49,0.862007,5.60272,0.182343,4505,0,0,1,0.259153,0.211111,0.412837,0.213725,99.30649,35.96901
361,6.2698,32.6496,0.1236,19.078,80.8063,31.025,71.141,5.651,0.0965231,3.2028,2.787,4.01617,23.51,2.8748,4.47399,0.113527,3908,1,0,0,1.44998,0.119356,0.269242,0.37069,100.9623,33.46876
362,3.0334,15.5612,0.1032,27.0692,99.755,29.0136,71.0407,6.47,0.08546814,2.6523,4.17479,3.19343,22.916,3.141,5.80914,0.0599282,4187,1,0,0,1.35327,0.187941,0.34123,0.279908,100.6834,33.46966
363,5.4186,23.6985,0.1122,23.0736,67.8414,33.0365,70.9403,8.127,0.05893208,0.8731,0.97268,0.74181,23.982,2.35575,4.76942,0.168104,3686,0,1,0,1.00873,0.04814,0.163749,0.533408,101.6549,35.37101
364,3.9835,20.8505,0.102,24.0725,80.8063,29.0136,70.9403,8.157,0.03535717,0.8115,1.23889,0.94412,24.092,2.92237,6.93772,0.182343,3869,1,0,0,1.3569,0.139281,0.401571,0.253984,100.2743,33.63901
365,6.2401,34.0737,0.1224,24.0725,68.8387,38.0652,70.84,8.067,0.0256633,0.7893,0.40871,0.57204,30.074,1.03018,4.92143,0.283684,3417,0,0,1,0.590016,0.0866838,0.28248,0.363544,99.80209,36.04463
366,5.6264,35.7011,0.1428,19.078,78.8117,31.025,70.84,6.689,0.07463137,2.6673,0.70286,1.33066,24.164,1.03018,6.46633,0.436471,4012,0,1,0,0.0157937,0.145846,0.773526,0.0321882,101.6803,35.21767
367,5.9333,30.005,0.144,26.0703,77.8144,31.025,70.84,6.14,0.09842447,2.3017,1.87054,2.70002,23.754,2.50837,5.08315,0.183909,3955,1,0,0,1.3886,0.128868,0.312131,0.319307,100.831,33.61678
368,3.9044,21.5625,0.1134,24.0725,95.7658,29.0136,70.84,6.03,0.0843668,2.7165,3.2037,2.66599,24.374,5.96031,4.77563,0.247783,4325,1,0,0,1.29542,0.198585,0.378829,0.237589,100.5287,33.58213
369,3.746,18.6127,0.1134,19.078,79.809,30.0193,70.7397,6,0.07339496,2.0279,2.6814,2.09441,23.078,1.24881,3.27156,0.362687,4236,1,0,0,1.39451,0.124255,0.369684,0.2788,100.7471,33.63754
370,4.8842,26.4449,0.102,15.0824,59.863,21.9734,70.539,8.237,0.0265984,0.5507,0.5896,0.27898,29.966,2.03406,7.01933,0.0446916,3464,0,0,1,0.467914,0.116805,0.30721,0.328857,99.54378,35.75019
371,4.8644,27.9707,0.144,26.0703,84.7955,37.0594,70.4386,6.719,0.06744149,1.1287,2.07634,1.56069,25.798,3.56755,4.41595,0.120248,3318,0,1,0,1.42254,0.0199826,0.124054,0.601443,101.9256,35.2725
372,6.2302,30.2084,0.1224,21.0758,72.8279,31.025,70.0373,8.027,0.0256633,0.7995,0.4598,0.47109,31.04,2.35575,6.40703,0.0986734,3401,0,0,1,0.551383,0.0771365,0.292503,0.367207,99.82377,36.02013
373,3.36,14.0354,0.1236,16.0813,87.7874,27.0021,70.0373,6.2,0.08419017,2.1521,3.80553,2.40008,22.326,0.674614,6.30373,0.127369,4053,1,0,0,1.32295,0.182828,0.357241,0.268944,100.7913,33.6155
374,4.7852,23.4951,0.1326,23.0736,71.8306,37.0594,69.9369,7.897,0.01817211,0.8098,0.29631,0.67299,27.792,3.60456,0,0,3390,0,0,1,0.762563,0.0556745,0.216842,0.448705,99.86262,35.98727
375,6.2599,37.7355,0.2358,27.0692,87.7874,36.0537,69.9369,6.629,0.13747009,2.3314,1.63679,1.48622,27.56,1.9292,8.51789,0.329315,4529,0,0,1,0.340133,0.149733,0.361558,0.276393,99.52682,36.02266
376,5.191,17.2904,0.1326,25.0714,71.8306,39.0709,69.8366,8.097,0.0340792,0.9494,0.21369,0.65906,30.41,5.33163,4.06258,0.170379,3650,0,0,1,0.308524,0.151687,0.401615,0.239938,99.6014,36.24176
377,6.0421,37.7355,0.1632,26.0703,89.782,35.048,69.8366,6.49,0.06206986,1.8355,0.87458,1.33526,22.912,4.2045,5.26918,0.299573,3860,0,1,0,0.590731,0.0983383,0.240926,0.430115,101.7941,35.50842
378,5.577,30.005,0.153,24.0725,83.7982,31.025,69.5356,6.969,0.04221457,1.3252,0.72599,0.85229,25.788,1.89219,6.39832,0.306277,3958,0,1,0,0.873446,0.0613131,0.205908,0.466306,101.7352,35.45448
379,3.7757,29.4964,0.0918,15.0824,70.8333,29.0136,69.5356,6.21,0.0813537,2.196,1.29899,3.2449,24.152,0.78525,4.68938,0.181817,3937,1,0,0,1.65167,0.0574391,0.214165,0.465465,100.2296,33.60428
380,6.7349,43.0248,0.1236,19.078,79.809,28.0078,69.4352,7.718,0.07822631,2.1674,2.23206,1.46114,23.326,0.826885,4.76856,0.327475,3253,0,1,0,0.847662,0.0760289,0.211682,0.433234,101.9217,35.24128
381,5.1514,35.5994,0.102,16.0813,63.8522,27.0021,69.0339,7.378,0.05351889,1.4366,0.28639,1.07789,24.306,0.668163,4.41424,0.237505,4334,0,0,1,0.31864,0.170355,0.349267,0.276166,99.52784,35.55527
382,5.3097,32.3445,0.153,21.0758,67.8414,32.0308,69.0339,8.217,0.03078557,0.6819,0.45652,0.45659,31.338,0.950368,4.75572,0.085812,3421,0,0,1,0.613057,0.10203,0.254165,0.386511,99.67179,36.16364
383,4.1716,27.5638,0.1134,17.0802,76.8171,23.9849,69.0339,6.44,0.05681252,1.7246,2.8449,1.65528,25.116,-0.01745,0,0,3524,0,1,0,0.969245,0.0471246,0.166671,0.515747,101.7891,35.19081
384,2.499,20.4436,0.1032,19.078,98.7577,33.0365,69.0339,6.989,0.06813762,0.9124,7.09981,0.66933,23.946,2.35575,5.5961,0.288688,4132,1,0,0,1.29981,0.0737141,0.458878,0.218313,101.0417,33.37683
385,5.6264,40.8887,0.1134,19.078,80.8063,30.0193,68.9335,6.17,0.09884007,3.6474,1.7467,3.72338,25.782,4.37489,4.54739,0.400847,3842,1,0,0,1.39576,0.121971,0.28131,0.339511,100.9186,33.5969
386,6.7151,37.4303,0.153,15.0824,77.8144,30.0193,68.7329,6.11,0.09699065,3.3956,0.69503,1.66969,23.19,1.71237,7.45727,0.275643,3999,0,1,0,0.520451,0.111377,0.268901,0.388909,101.7481,35.50589
387,5.0128,34.1754,0.1326,24.0725,74.8225,34.0422,68.6325,6.919,0.07675093,1.6711,0.83807,1.87448,23.97,2.35575,6.56118,0.0141412,3696,0,1,0,1.18547,0.0310023,0.134134,0.58836,101.7475,35.26866
388,4.0132,24.7157,0.1224,18.0791,75.8198,31.025,68.6325,7.198,0.03888977,0.9168,1.03438,0.5953,24.024,4.86807,4.64415,0.367254,3526,0,1,0,0.909318,0.0515695,0.2074,0.487355,101.8001,35.44465
389,5.5473,24.7157,0.1326,25.0714,82.8009,77.2889,68.3315,8.197,0.02695166,0.7442,0.65935,1.17617,25.27,2.9042,6.77024,0.289923,3579,0,1,0,0.319011,0.171578,0.453748,0.194693,101.8031,35.16258
390,5.4186,28.4792,0.1734,23.0736,86.7901,32.0308,68.3315,7.598,0.06189323,1.1764,1.53972,0.79474,25.164,0.436545,16.0788,0.164042,2894,0,1,0,0.701651,0.0476923,0.244808,0.407163,101.9728,35.32126
391,3.459,28.0024,0.1338,25.0714,100.7523,27.0021,68.1308,6.26,0.10093885,2.7277,4.71957,3.48019,23.222,5.76587,3.15721,0.402244,4174,1,0,0,1.33239,0.149318,0.345664,0.298834,100.3354,33.51615
392,5.0128,35.2943,0.1428,20.0769,80.8063,34.0422,68.0305,7.957,0.04565366,0.8447,0.30434,0.81296,24.008,2.68309,3.22946,0.669586,3809,0,0,1,0.201624,0.212855,0.445688,0.198624,99.4097,35.4992
393,3.5679,28.1741,0.1338,30.0659,103.7442,36.0537,68.0305,6.37,0.1166797,2.2064,5.7463,3.51554,23.31,5.35971,6.76798,0.392521,4198,1,0,0,1.49591,0.138072,0.24784,0.393166,100.5478,33.44012
394,4.8347,37.6338,0.153,21.0758,69.836,22.9791,67.9301,8.267,0.04565366,1.4045,0.5884,1.13592,28.904,0,5.34961,0.363147,3969,0,0,1,0.263505,0.174639,0.380401,0.258198,99.55293,36.03551
395,5.9432,36.2097,0.1224,22.0747,67.8414,38.0652,67.7295,8.167,0.00846785,0.6703,0.2531,0.35564,27.836,2.72285,5.87316,0.194487,2684,0,1,0,0.550778,0.0994845,0.252479,0.410703,102.0145,35.42906
396,4.2706,25.1226,0.1134,18.0791,72.8279,27.0021,67.6291,6.07,0.09353078,2.2414,2.41694,2.87614,23.874,5.49675,5.77272,0.154327,4098,1,0,0,1.32961,0.146739,0.351246,0.292419,100.7912,33.70695
397,4.8347,29.6998,0.1734,19.078,68.8387,18.9562,67.3281,7.718,0.090393,2.1259,0.67284,0.70554,18.06,3.52143,6.32272,0.10729,4718,0,0,1,0.171203,0.217234,0.520312,0.151292,99.41596,35.67734
398,5.577,32.7514,0.1428,23.0736,78.8117,38.0652,67.0271,7.149,0.07254298,1.2766,1.21039,1.86245,24.678,2.57438,3.24124,0.372856,3456,0,1,0,0.630201,0.0603475,0.256769,0.411309,101.8825,35.274
399,5.8244,30.2084,0.1632,23.0736,83.7982,33.0365,66.7261,8.237,0.04667188,0.7422,0.94251,0.37825,32.506,4.24794,4.71674,0.0892053,3331,0,0,1,0.676,0.0848503,0.244168,0.40357,99.75682,36.14974
400,4.5279,27.8689,0.1122,16.0813,66.8441,15.939,66.6257,7.258,0.06689082,1.7404,0.73043,0.83523,22.724,0.450576,5.16034,0.331663,4390,0,0,1,0.235769,0.209632,0.420394,0.208944,99.45648,35.58819
401,4.2805,32.6496,0.1224,12.0857,66.8441,30.0193,66.6257,6.549,0.06864673,0.9357,1.04543,1.09136,25.44,2.67744,4.71674,0.0892053,3627,0,1,0,1.0322,0.0498715,0.180568,0.50017,101.7447,35.20469
402,4.8842,25.6312,0.1134,21.0758,98.7577,34.0422,66.6257,6.11,0.09782185,2.8954,1.93086,2.71713,22.536,4.38981,4.14702,0.156816,3840,1,0,0,1.54862,0.0733256,0.277987,0.373856,101.0248,33.48552
403,3.7955,20.5453,0.1032,23.0736,92.7739,32.0308,66.5254,6,0.09507889,2.468,2.13333,3.56319,24.38,2.02108,6.00764,0.331663,4261,1,0,0,1.56653,0.115494,0.247564,0.403653,100.7595,33.38172
404,5.2603,22.2745,0.1734,23.0736,79.809,36.0537,66.2244,7.877,0.0485213,1.478,0.51512,0.89344,25.678,2.4554,5.63992,0.141181,3502,0,1,0,0.811601,0.0545403,0.217095,0.445263,101.7203,35.31578
405,6.3687,33.1582,0.1632,25.0714,77.8144,35.048,66.124,8.077,0.01920072,0.624,0.3161,0.39177,28.544,4.38981,10.7671,0.0631614,3437,0,0,1,1.00979,0.0345154,0.163166,0.524275,99.80537,36.14269
406,4.9732,28.9878,0.1338,19.078,95.7658,30.0193,66.124,6.2,0.12899185,2.3493,6.81963,3.39359,23.71,2.03406,3.61813,0.492541,4041,1,0,0,1.36579,0.11747,0.344003,0.312333,100.6191,33.59986
407,3.4194,25.1226,0.093,19.078,90.7793,27.0021,66.0237,5.95,0.070652,2.3294,3.55945,2.55999,23.884,1.5705,5.52146,0.0399787,3940,1,0,0,1.57543,0.122247,0.255487,0.373712,100.6358,33.65372
408,3.647,20.0367,0.1134,31.0648,111.7226,30.0193,66.0237,6.569,0.08396159,2.6286,4.13318,3.02106,22.096,0,8.17627,0.178093,4385,1,0,0,1.25763,0.163675,0.412238,0.224635,100.6787,33.51329
409,5.4087,30.6153,0.1122,18.0791,71.8306,35.048,65.9233,6.869,0.04964342,1.1139,0.44411,0.93072,24.724,6.23205,11.6241,0.380937,3127,0,1,0,0.962983,0.0194205,0.197015,0.501154,102.1118,35.45421
410,3.9638,24.0037,0.0828,19.078,83.7982,23.9849,65.9233,6.22,0.08491747,2.1844,3.66658,2.2887,21.738,2.35575,8.08101,0.0986734,4125,1,0,0,1.32824,0.13188,0.393281,0.249899,100.339,33.47686
411,5.5374,25.0209,0.1326,21.0758,65.8468,37.0594,65.823,8.327,0.02550745,0.8048,0.26403,0.40132,29.614,4.15301,6.04973,0.360837,3489,0,0,1,0.477555,0.20926,0.302026,0.335383,99.84094,36.0808
412,3.3897,18.0024,0.1134,34.0615,111.7226,34.0422,65.823,6.699,0.08143682,2.8146,4.25935,3.13585,24.496,3.77363,5.08315,0.508989,4252,1,0,0,1.499,0.133472,0.270844,0.372405,100.5895,33.43871
413,5.3097,14.7474,0.1224,18.0791,64.8495,33.0365,65.7227,8.387,0.0289881,0.844,0.15389,0.54061,30.584,4.38981,6.85507,0.0316122,3399,0,0,1,0.385563,0.125208,0.363367,0.286008,99.8762,36.09293
414,6.4479,40.145,0.1428,19.078,59.863,22.9791,65.6223,7.668,0.06872985,0.6588,0.21217,0.4991,28.258,3.141,7.22621,0.235545,4326,0,0,1,0.294227,0.19062,0.385051,0.266017,99.49211,36.12414
415,6.4578,52.6879,0.1632,17.0802,66.8441,33.0365,65.221,7.498,0.05721773,0.6094,0.19236,0.66682,24.584,3.141,12.2515,0.0996687,4235,0,0,1,0.280497,0.18393,0.379678,0.25936,99.55428,35.5924
416,6.9032,53.3999,0.603,23.0736,131.6686,34.0422,65.221,6.37,0.36473056,2.8997,1.62965,1.15887,23.234,2.98443,6.03045,0.190033,4180,0,1,0,0.539305,0.119476,0.261735,0.381523,101.6395,35.2483
417,8.1403,34.2771,0.255,25.0714,94.7685,37.0594,65.1206,7.937,0.02800105,1.2184,0.75129,0.77954,26.33,4.87662,11.3647,0.12106,2711,0,1,0,0.910072,0.0447919,0.150383,0.552775,102.0179,35.35747
418,6.923,26.8518,0.1836,32.0637,101.7496,39.0709,65.0203,6.48,0.03857807,1.2532,0.38907,0.74181,27.326,4.79603,5.31155,0.534601,2694,0,1,0,0.789976,0.0734409,0.221225,0.464003,102.0157,35.37464
419,5.2603,29.8016,0.144,17.0802,88.7847,30.0193,65.0203,6.31,0.10361947,3.4455,1.61915,2.21894,22.686,2.27899,3.99328,0.353308,4076,1,0,0,1.55326,0.0905215,0.217261,0.434534,100.9387,33.46902
420,6.7943,25.0209,0.153,17.0802,67.8414,34.0422,64.8196,8.247,0.02866601,0.6717,0.31449,0.44545,25.904,4.66986,4.9816,0.447858,4056,0,0,1,0.456458,0.152198,0.309285,0.321261,99.50225,35.42896
421,4.9633,26.7501,0.1326,26.0703,79.809,36.0537,64.6189,7.478,0.08358755,1.5203,1.07507,1.32627,24.364,4.29707,3.60039,0.266627,3434,0,1,0,1.28462,0.0273247,0.129347,0.595849,101.7465,35.29419
422,7.6553,29.3947,0.153,24.0725,75.8198,36.0537,64.4182,8.217,0.03696762,0.5772,0.3028,0.35456,34.144,5.73045,8.19862,0.2963,3371,0,0,1,0.341293,0.133333,0.352656,0.285765,99.67644,36.24213
423,4.6466,24.1054,0.1326,21.0758,68.8387,34.0422,64.3179,7.808,0.04811609,0.7073,0.31675,0.69542,30.326,1.5705,6.21461,0.0199973,3477,0,0,1,0.576606,0.102933,0.265788,0.380416,99.77722,36.06285
424,6.6062,30.787,0.2256,27.0692,124.6875,36.0537,64.3179,5.99,0.13845714,2.7258,8.5275,3.59694,23.448,3.47567,5.3246,0.453219,4008,1,0,0,1.7005,0.0853859,0.195295,0.476239,101.0664,33.42714
425,4.7258,43.9402,0.1326,22.0747,71.8306,39.0709,64.2176,7.857,0.04777322,0.8447,1.46086,0.70159,28,1.10694,4.31128,0.133368,3643,0,0,1,0.526559,0.0954746,0.262393,0.37875,99.77876,36.00593
426,4.1419,21.9694,0.1032,24.0725,99.755,32.0308,64.0169,5.96,0.09219047,2.7526,3.09802,2.67843,23.318,5.41999,5.37958,0.353308,4225,1,0,0,1.27968,0.189648,0.415246,0.222948,100.5085,33.54818
427,4.033,24.2071,0.1134,21.0758,86.7901,38.0652,63.8162,5.791,0.0843668,2.8824,2.94533,3.08574,23.65,5.11631,3.49124,0.2957,3991,1,0,0,1.51814,0.107703,0.250182,0.39911,101.0024,33.45168
428,5.2998,26.7501,0.1428,19.078,67.8414,29.0136,63.6155,8.157,0.01726818,0.8794,0.7116,0.57737,28.346,0.174639,4.05921,0.170942,3516,0,0,1,0.760391,0.0926741,0.218648,0.441017,99.70846,36.1176
429,5.2801,34.5823,0.153,21.0758,75.8198,36.0537,63.6155,7.348,0.09231515,1.3326,0.86134,1.28729,24.61,4.06812,4.60517,0.0996687,3730,0,1,0,0.865854,0.060585,0.193431,0.503603,101.7908,35.27469
430,5.7947,34.2771,0.1122,20.0769,93.7712,37.0594,63.5152,6.48,0.03682216,1.8154,0.48252,1.04834,26.778,1.81543,7.79373,0.318611,3898,0,1,0,0.529027,0.0858954,0.322702,0.356999,101.9146,35.50513
431,3.8054,22.7831,0.0828,18.0791,73.8252,24.9906,63.5152,6.779,0.08290181,3.9429,1.9498,2.98762,22.716,5.26305,4.18224,0.2963,4335,1,0,0,1.3635,0.19992,0.321914,0.288613,100.5695,33.53106
432,5.478,34.4805,0.1122,20.0769,81.8036,34.0422,63.4148,7.109,0.01699804,0.6011,0.33512,0.62427,22.922,2.83401,7.56513,0.406196,4111,0,1,0,0.323806,0.129567,0.389218,0.269525,101.7138,35.49481
433,4.3596,19.5281,0.1236,24.0725,89.782,29.0136,63.4148,5.9,0.06958183,2.1755,4.08109,2.22315,23.842,5.3971,4.25362,0.141181,4348,1,0,0,1.42466,0.187114,0.266829,0.339456,100.7493,33.68904
434,3.1918,15.1543,0.0816,18.0791,73.8252,19.9619,63.3145,7.678,0.05442282,0.9411,0.79535,0.87309,24.428,3.92625,5.86803,0.112658,4139,1,0,0,1.37607,0.12382,0.32557,0.310107,100.3114,33.49072
435,3.8054,36.6166,0.1134,25.0714,96.7631,31.025,63.1138,6.899,0.05458906,3.1298,2.97643,2.90806,23.42,0.295385,4.82658,0.448196,3974,1,0,0,1.29326,0.18232,0.382877,0.256722,100.5272,33.38686
436,4.9436,29.1913,0.1236,23.0736,81.8036,25.9964,62.9131,6.999,0.06705706,1.6693,3.34838,1.99665,21.23,4.90886,5.59716,0.387317,4304,1,0,0,1.3142,0.189279,0.349915,0.281437,100.3784,33.67713
437,3.9341,22.2745,0.1134,23.0736,72.8279,27.0021,62.8128,5.95,0.08328624,2.0218,2.45961,2.008,23.234,4.79699,8.11943,0.337818,4274,1,0,0,1.3681,0.187168,0.307809,0.316998,100.7437,33.65163
