ID_g,Cu_g,Zn_g,Cd_s,Cu_s,Zn_s,Ni_s,SOM,pH,Cd_sa,Cu_sa,Zn_sa,Ni_sa,Temp,Aspect,TWI,Slope,Altitude,JZ,TR,DL,CI,PSRI,CSVI,NDVI,Lon,Lat
89,4.2013,45.9428,0.1644,19.078,69.836,22.9791,137.465,6.699,0.12820221,4.2191,1.78628,2.31943,23.816,0.446021,5.46103,0.249633,4403,0,0,1,0.266503,0.199012,0.375305,0.240073,99.52281,35.52217
90,6.7646,44.0419,0.144,25.0714,88.7847,33.0365,137.465,6.759,0.08265245,1.1071,3.43212,1.6115,24.192,0.851806,4.54406,0.209484,3380,0,1,0,0.995334,0.031234,0.175631,0.521455,101.8784,35.3113
91,5.4483,51.2638,0.1836,26.0703,88.7847,34.0422,136.462,7.218,0.11763558,2.3475,1.267,1.49179,26.498,2.40116,4.56772,0.301926,4436,0,0,1,0.501113,0.14262,0.272679,0.357278,99.39253,35.84966
92,3.8252,35.7011,0.1542,19.078,100.7523,32.0308,136.462,5.541,0.10738065,2.6454,2.80096,1.6331,24.214,2.02108,6.31302,0.331663,4088,1,0,0,1.47519,0.118041,0.266502,0.3878,100.9168,33.40053
93,8.3283,55.4342,0.1338,22.0747,88.7847,35.048,136.462,6.689,0.09904787,3.2363,4.11111,2.53573,24.992,3.25164,14.7475,0.0903075,3981,1,0,0,1.29005,0.176563,0.423802,0.219618,100.8689,33.62195
94,5.3295,35.2943,0.195,20.0769,117.7064,35.048,136.462,6.13,0.1397455,1.4425,4.14929,1.77008,22.52,5.58739,4.85232,0.154953,4066,1,0,0,1.36146,0.154442,0.351154,0.285714,100.8899,33.43288
95,6.0322,39.5664,0.2358,24.0725,87.7874,31.025,135.459,6.18,0.15926831,2.8702,3.55071,2.49457,22.486,3.38593,7.14938,0.163453,3365,0,1,0,1.12481,0.0284259,0.151708,0.555203,101.8352,35.41581
96,4.4586,36.0063,0.1848,25.0714,86.7901,30.0193,135.459,6.33,0.13902859,3.5264,7.12181,3.11819,27.594,0.937871,6.98027,0.183909,3732,0,0,1,0.212172,0.222816,0.445036,0.162453,99.68847,36.09727
97,6.1906,37.1252,0.246,25.0714,86.7901,39.0709,134.455,6.619,0.14789126,2.9164,4.29981,1.95008,25.876,0.620132,4.75572,0.085812,3148,0,1,0,0.701052,0.0549951,0.220637,0.44149,101.9585,35.42136
98,5.2009,38.7527,0.1848,26.0703,93.7712,34.0422,134.455,6.42,0.09955698,2.4628,4.72547,2.47017,27.63,2.28919,7.06979,0.209484,3489,0,1,0,0.938478,0.0384272,0.187163,0.494902,101.8621,35.32175
99,6.7745,44.0419,0.1338,28.0681,91.7766,35.048,134.455,6.43,0.08134331,2.7037,4.84485,2.02764,25.63,3.78438,6.39693,0.291457,3191,0,1,0,1.15547,0.0275208,0.138514,0.574615,101.9782,35.50186
100,3.8648,34.684,0.144,14.0835,90.7793,28.0078,133.452,5.94,0.10319348,1.8341,3.89253,2.52546,23.738,1.07665,6.92356,0.146589,4013,1,0,0,1.42306,0.116729,0.316389,0.337182,100.9559,33.52635
101,5.478,37.7355,0.1032,21.0758,79.809,30.0193,133.452,6.34,0.10641438,4.0289,4.90931,5.22004,23.388,2.8748,6.30657,0.42789,4067,1,0,0,1.54172,0.102276,0.252601,0.393233,100.3334,33.72816
102,5.7056,50.857,0.1326,15.0824,71.8306,29.0136,132.448,7.049,0.06589338,1.5894,0.61947,1.32659,24.358,2.91896,7.03242,0.307711,4569,0,0,1,0.338793,0.158892,0.29447,0.313814,99.51376,35.50247
103,7.299,41.3973,0.4704,25.0714,89.782,35.048,132.448,7.778,0.33392421,1.4145,4.24021,0.75694,30.974,1.5705,7.09008,0.0996687,3494,0,0,1,0.154973,0.25889,0.477059,0.142661,99.83729,36.10935
104,3.7064,23.4951,0.1338,26.0703,99.755,28.0078,132.448,6.42,0.1020298,2.3739,6.52982,2.74237,23.392,3.46269,4.25239,0.277274,4061,1,0,0,1.57888,0.113046,0.219703,0.433311,100.5664,33.38109
105,4.6862,28.2758,0.1632,30.0659,76.8171,41.0824,131.445,8.097,0.04388736,0.7901,0.74666,0.60631,23.764,1.07665,3.1169,0.416971,3042,0,1,0,0.86819,0.0382143,0.167844,0.507428,101.8601,35.36591
106,5.4978,38.2441,0.2256,21.0758,71.8306,32.0308,131.445,7.857,0.13960004,1.1837,2.21614,1.35153,31.004,5.96031,8.58968,0.0945852,3542,0,0,1,0.483639,0.136965,0.308059,0.328805,99.82661,36.12729
107,5.1217,50.7553,0.2358,23.0736,82.8009,32.0308,131.445,7.957,0.12741257,1.5267,2.5768,0.89091,24.78,6.16626,5.21928,0.408541,4279,0,0,1,0.308222,0.173741,0.386929,0.254743,99.53085,35.46544
108,6.1411,32.0393,0.1644,24.0725,96.7631,33.0365,131.445,6.52,0.08328624,1.8663,5.46696,2.08741,23.84,1.49374,14.7015,0.129653,3795,1,0,0,1.52852,0.116743,0.233599,0.408149,100.9267,33.61609
109,4.706,47.3986,0.1746,18.0791,94.7685,32.0308,130.442,5.271,0.10716246,2.414,3.83956,3.11337,23.738,1.52706,4.17678,0.431497,4263,1,0,0,1.3654,0.141474,0.309662,0.324093,100.9369,33.3988
110,5.3592,32.0393,0.153,17.0802,73.8252,25.9964,129.438,7.198,0.09284504,2.5575,1.06047,1.60067,20.682,1.11992,4.4672,0.331663,4365,0,0,1,0.333466,0.172391,0.357723,0.270647,99.59235,35.55573
111,4.6367,26.8518,0.1848,25.0714,88.7847,35.048,129.438,6.809,0.0785484,2.1661,3.13574,2.30235,23.89,4.43854,6.35919,0.254007,3838,1,0,0,1.37628,0.123832,0.350133,0.293392,100.9388,33.59585
112,6.7151,46.2797,0.1428,35.0604,83.7982,34.0422,128.435,6.48,0.07209621,5.4049,1.3057,1.74933,25.172,1.29225,3.824,0.411828,4291,0,0,1,0.353903,0.157475,0.360205,0.272595,99.67525,35.99118
113,5.7155,43.8385,0.1632,26.0703,82.8009,35.048,127.431,6.15,0.08448109,3.8237,0.90938,3.45469,27.792,5.49675,7.65979,0.112658,3747,0,0,1,0.175734,0.257275,0.461503,0.158141,99.76591,35.97735
114,7.0417,71.6072,0.153,27.0692,76.8171,35.048,126.428,6.619,0.11763558,3.6186,1.41005,3.20792,28.966,5.97618,3.22264,0.37921,3638,0,0,1,0.612038,0.0740185,0.248875,0.414279,99.76652,36.0252
115,6.5865,52.5862,0.1338,25.0714,99.755,34.0422,126.428,6.43,0.17306623,2.9757,11.3679,3.30129,21.73,4.7115,5.116,0.178093,4157,1,0,0,1.32726,0.127474,0.368247,0.283778,100.401,33.53291
116,4.4289,43.1265,0.1224,20.0769,60.8603,27.0021,125.425,7.468,0.0750158,2.4037,0.91125,1.80957,23.444,5.83971,3.8621,0.20722,4302,0,0,1,0.419562,0.166946,0.297016,0.314741,99.5524,35.39638
117,5.4186,41.499,0.1428,26.0703,74.8225,30.0193,125.425,7.139,0.09391521,4.1637,1.18283,1.92528,22.222,6.19136,6.64581,0.217415,4462,0,0,1,0.267954,0.204508,0.382522,0.241331,99.56936,35.4288
118,5.3592,35.4977,0.1644,23.0736,93.7712,37.0594,125.425,5.711,0.10253891,2.1728,3.9396,2.59254,22.928,2.32798,5.27986,0.47107,4165,1,0,0,1.46551,0.121363,0.29867,0.343204,101.0867,33.44536
119,5.6957,57.672,0.1236,18.0791,117.7064,35.048,125.425,5.651,0.17127915,2.627,6.24949,2.72841,22.614,0.970563,4.46446,0.226275,4144,1,0,0,1.33319,0.171621,0.431782,0.218154,100.9563,33.3905
120,5.379,39.4647,0.1134,19.078,82.8009,25.9964,124.421,6.829,0.08222646,3.4259,1.61168,1.92402,22.396,0.0996498,5.29334,0.382225,4413,0,0,1,0.253986,0.20553,0.396072,0.233645,99.61689,35.45224
121,4.8941,24.4106,0.1224,15.0824,65.8468,33.0365,123.418,8.187,0.05978406,0.6736,0.3608,0.48408,26.088,1.3043,5.0336,0.42789,3499,0,0,1,0.382942,0.123725,0.361217,0.286156,99.95142,35.99251
122,4.8446,29.1913,0.1632,19.078,80.8063,27.0021,123.418,6.42,0.08864748,1.2139,1.47215,1.64924,25.302,1.8367,15.2365,0.113527,3003,0,1,0,1.02256,0.0395869,0.17837,0.510685,101.9786,35.48825
123,3.3204,23.19,0.153,26.0703,97.7604,38.0652,122.414,7.488,0.03338307,1.1358,0.52488,1.27664,21.072,2.29134,4.22373,0.413935,3130,0,1,0,0.565931,0.0548043,0.353855,0.334259,101.9404,35.63049
124,4.0924,23.5968,0.1338,21.0758,81.8036,30.0193,122.414,6.529,0.08652792,1.69,2.935,1.80379,21.12,1.92116,6.76896,0.411636,4033,1,0,0,1.63124,0.0907697,0.230393,0.419284,100.6969,33.39847
125,3.7163,22.8848,0.1338,20.0769,77.8144,29.0136,122.414,6.36,0.1081599,3.8466,3.15202,3.94793,24.244,5.49675,5.78102,0.327211,4068,1,0,0,1.41606,0.154555,0.311761,0.326597,100.2511,33.65627
126,5.7452,31.6325,0.144,28.0681,86.7901,34.0422,122.414,6.999,0.0899774,1.5829,3.36795,1.86522,25.786,3.538,5.79066,0.324288,3362,0,1,0,1.32952,0.03563,0.138784,0.578621,101.8699,35.59367
127,4.9732,50.9587,0.2346,21.0758,92.7739,34.0422,121.411,6.799,0.13873767,1.7596,1.15224,1.33203,25.29,1.3043,4.47399,0.329577,4550,0,0,1,0.0451423,0.190952,0.73732,0.0461538,99.38069,35.82617
128,6.1114,38.3458,0.1632,21.0758,89.782,31.025,121.411,6.819,0.06363875,0.8845,1.52018,1.30164,23.87,1.1735,5.00221,0.324288,3694,0,1,0,0.623771,0.0432622,0.265801,0.403974,101.9312,35.52508
129,3.459,29.0895,0.1326,20.0769,66.8441,24.9906,120.408,8.187,0.06232961,5.7113,0.74691,1.42932,25.644,1.2034,5.66012,0.138394,4200,0,0,1,0.337397,0.166488,0.335698,0.283033,99.46501,35.60682
130,3.7955,35.4977,0.1224,23.0736,66.8441,40.0767,120.408,8.287,0.12912692,1.0108,0.90474,0.69973,26.042,5.83336,6.07262,0.291151,4481,0,0,1,0.201946,0.201656,0.479584,0.175129,99.3504,35.93659
131,4.231,46.89,0.1224,16.0813,82.8009,22.9791,120.408,5.481,0.05948275,0.4147,0.91977,1.00967,23.292,0.208983,6.68508,0.325354,4137,1,0,0,1.37077,0.172741,0.330032,0.296274,100.4448,33.49258
132,4.5683,20.1384,0.1338,23.0736,77.8144,24.9906,120.408,7.009,0.07806007,1.4351,3.331,2.03019,23.692,1.91599,10.7755,0.259706,3972,1,0,0,1.40786,0.145078,0.305178,0.328947,100.3164,33.67495
133,7.2891,35.1926,0.1338,26.0703,90.7793,31.025,120.408,6.13,0.10794171,3.1557,3.7024,3.54351,23.04,2.46342,5.0239,0.484472,4068,1,0,0,1.40112,0.152801,0.310113,0.325448,100.9224,33.6863
134,5.5473,25.7329,0.1338,20.0769,78.8117,34.0422,120.408,7.049,0.08251738,1.5819,7.09551,1.87701,22.036,1.46883,3.7039,0.457665,4114,1,0,0,1.39109,0.138692,0.35364,0.299432,100.2913,33.7032
135,5.1613,38.1424,0.195,23.0736,108.7307,34.0422,120.408,6.969,0.12979188,2.3328,8.58798,2.15548,24.22,0.244932,4.798,0.0822759,3993,1,0,0,1.44939,0.11537,0.310078,0.335695,100.9298,33.41844
136,5.2306,29.1913,0.153,22.0747,74.8225,32.0308,118.401,8.027,0.04695241,0.8184,0.98909,0.55967,29.05,0.436545,5.48749,0.319702,3579,0,0,1,0.558738,0.120261,0.245536,0.39163,99.668,36.15435
137,4.0627,50.5518,0.1746,17.0802,101.7496,35.048,118.401,6.1,0.12979188,2.9135,3.41039,2.39372,22.366,2.67744,6.10304,0.177013,4335,1,0,0,1.30373,0.162162,0.379357,0.263981,100.8735,33.48546
138,5.1811,40.5836,0.246,25.0714,102.7469,35.048,118.401,6.819,0.14956405,1.6794,4.07272,1.93846,27.604,2.69871,4.55525,0.20722,3775,0,0,1,0.400982,0.221049,0.296161,0.315049,99.69356,36.07475
139,5.765,26.5466,0.1338,20.0769,82.8009,33.0365,118.401,6.44,0.08371223,1.8689,4.22181,2.03383,23.872,3.92625,6.56118,0.0141412,3812,1,0,0,1.42108,0.147695,0.313293,0.312898,100.8945,33.59437
140,5.2207,27.5638,0.2142,25.0714,78.8117,33.0365,117.397,7.788,0.05774762,0.8611,0.76633,0.66177,25.578,1.67158,3.08844,0.939287,3443,0,1,0,1.15743,0.0424332,0.147065,0.547115,101.7607,35.61456
141,4.8446,44.3471,0.1428,21.0758,73.8252,29.0136,117.397,7.039,0.07409109,3.0365,0.76949,1.7232,22.046,4.9975,4.03306,0.17538,4442,0,0,1,0.29309,0.193344,0.360519,0.264558,99.56518,35.48306
142,4.033,25.326,0.093,20.0769,82.8009,27.0021,117.397,5.89,0.10481432,4.6993,2.30547,5.43954,24.326,1.79726,3.9114,0.380722,3989,1,0,0,1.364,0.117226,0.338827,0.298414,100.7926,33.72416
143,3.7757,36.6166,0.2358,20.0769,80.8063,12.9218,117.397,6.909,0.1816172,2.3041,4.24624,1.78159,22.922,4.66393,6.85783,0.20722,4130,0,0,1,0.335238,0.142021,0.386537,0.252971,99.64178,35.95394
144,6.2104,34.2771,0.1746,19.078,80.8063,27.0021,117.397,6.19,0.10089729,1.5314,4.58943,1.30084,25.76,2.89607,6.1843,0.242517,3424,0,1,0,0.824381,0.0631068,0.211275,0.452536,101.9555,35.48314
145,8.6945,40.145,0.144,24.0725,78.8117,27.0021,117.397,7.917,0.05521246,1.1806,5.18404,0.72387,25.298,1.95093,5.44725,0.212165,3247,0,1,0,1.33353,0.0230614,0.135127,0.550236,101.9492,35.36175
146,6.5568,40.5518,0.1134,14.0835,92.7739,29.0136,117.397,6.17,0.11947461,4.4249,5.47938,3.44037,22.352,1.5705,7.02554,0.07983,3864,1,0,0,1.30542,0.136364,0.425647,0.246377,100.98,33.48669
147,5.0227,36.2097,0.1848,23.0736,92.7739,33.0365,117.397,6.27,0.09556722,2.7998,6.44324,4.13344,22.58,0.46356,4.31128,0.133368,3844,1,0,0,1.38606,0.111776,0.333848,0.321218,100.8973,33.58128
148,5.191,38.8544,0.1542,24.0725,84.7955,31.025,117.397,6.41,0.11787455,2.3523,6.61428,3.09089,25.146,2.74802,5.82291,0.417725,4079,1,0,0,1.41585,0.138006,0.349496,0.290589,100.7279,33.70924
149,7.111,27.8689,0.1224,25.0714,85.7928,36.0537,116.394,7.338,0.07700029,1.6299,1.14439,1.40206,26.696,5.29939,5.62528,0.408346,3862,0,0,1,0.357755,0.14753,0.38106,0.263158,99.57642,36.1691
150,6.1114,35.4977,0.1746,25.0714,88.7847,34.0422,116.394,6.789,0.12806714,2.3938,4.26229,2.5969,24.002,4.65276,7.44011,0.168676,3524,0,1,0,0.914274,0.0494426,0.15114,0.551551,101.8891,35.61385
151,3.1918,18.9178,0.1338,25.0714,86.7901,34.0422,116.394,6.929,0.09546332,1.9522,6.28343,2.23615,22.4,4.07511,6.11927,0.27857,4388,1,0,0,1.45803,0.15,0.26727,0.358475,100.6107,33.41904
152,5.9827,52.8913,0.1134,21.0758,83.7982,31.025,115.391,6.689,0.1081599,2.7994,1.60185,3.5849,27.01,0.78525,4.48174,0.222527,4179,0,0,1,0.506625,0.148512,0.287162,0.335561,99.53069,35.75776
153,4.1419,30.6153,0.1338,18.0791,82.8009,31.025,115.391,6.35,0.14880558,2.1395,3.42231,3.16599,23.116,1.5909,4.62516,0.455698,4256,1,0,0,1.35294,0.169989,0.327548,0.301525,100.6151,33.47181
154,7.3584,43.0248,0.2256,21.0758,87.7874,32.0308,115.391,6.559,0.10565591,1.5856,3.5689,1.43277,26.138,1.20936,4.42068,0.448365,3519,0,1,0,0.833709,0.0453469,0.195998,0.457061,101.9343,35.44333
155,5.8937,47.0935,0.1236,30.0659,86.7901,34.0422,115.391,7.877,0.06901038,3.2042,4.07976,3.18925,22.806,0.587892,6.72389,0.280822,3316,0,1,0,0.596261,0.0721471,0.311899,0.330639,101.8132,35.34348
156,3.8648,28.3775,0.1236,16.0813,75.8198,25.9964,115.391,6.629,0.09955698,2.6885,4.09132,2.27929,25.028,3.141,6.62007,0.07983,3713,0,1,0,0.333068,0.0177215,0.479599,0.223629,101.7233,35.16803
157,6.537,39.0578,0.1644,24.0725,101.7496,25.9964,115.391,6.45,0.14987575,2.7193,10.2283,3.09894,23.916,5.84545,8.01321,0.164042,4149,1,0,0,1.39553,0.146287,0.316732,0.315204,100.3823,33.5323
158,5.2108,28.4792,0.1122,22.0747,70.8333,33.0365,114.387,7.728,0.05762294,0.9923,0.73417,1.06338,27.116,6.05524,4.31686,0.132633,3336,0,1,0,0.691189,0.0708393,0.230494,0.43109,101.8714,35.65153
159,5.5374,31.2256,0.1632,22.0747,74.8225,35.048,114.387,8.067,0.04268212,0.9411,0.98909,0.67161,30.132,6.00904,6.87002,0.254007,3546,0,0,1,0.620359,0.104089,0.241363,0.404169,99.67496,36.19808
160,7.4277,41.3973,0.1428,22.0747,74.8225,31.025,114.387,8.047,0.04565366,1.3027,1.0855,0.84637,31.83,0.411594,2.55783,0.659139,3593,0,0,1,0.353933,0.155522,0.348733,0.285285,99.64123,36.23853
161,6.1708,27.9707,0.1734,22.0747,85.7928,33.0365,114.387,7.089,0.08851241,0.8898,1.46446,1.03022,26.904,2.4706,3.98962,0.354499,4125,0,0,1,0.414088,0.134425,0.31367,0.329509,99.55653,36.15254
162,5.2603,57.2651,0.1542,24.0725,81.8036,33.0365,114.387,6.549,0.09103718,1.4916,2.44758,1.90963,25.202,3.92625,4.61527,0.195462,3796,0,1,0,0.804401,0.0548554,0.211504,0.480211,101.7529,35.56321
163,3.0136,19.223,0.144,24.0725,95.7658,31.025,114.387,5.95,0.08760848,2.9238,3.03834,3.66432,23.804,2.76057,3.83781,0.212165,4380,1,0,0,1.36949,0.142362,0.321876,0.312156,100.8583,33.64491
164,5.4582,36.2097,0.1542,21.0758,89.782,27.0021,114.387,6.959,0.11897589,1.4826,8.45364,2.05338,22.37,5.44418,6.10027,0.493696,4163,1,0,0,1.33753,0.121933,0.367756,0.295705,100.27,33.53323
165,4.8842,27.9707,0.2052,25.0714,84.7955,33.0365,113.384,7.139,0.07995105,1.1911,1.78601,1.57527,25.186,2.29701,4.979,0.448871,3822,0,1,0,1.03749,0.0415918,0.164355,0.530017,101.6664,35.33479
166,4.0425,34.4805,0.144,39.056,105.7388,42.0881,113.384,6.979,0.07954584,3.1015,2.26978,1.14998,13.886,3.57333,10.0544,0.278893,3893,0,1,0,0.945305,0.0552279,0.175996,0.505303,101.6848,35.37997
167,5.8145,33.972,0.144,20.0769,84.7955,33.0365,113.384,6.44,0.09372819,1.4941,3.08929,2.27555,22.76,3.74643,6.85507,0.156816,3767,0,1,0,0.759948,0.0666125,0.221331,0.451425,101.8452,35.51928
168,5.5671,36.0063,0.0828,20.0769,91.7766,22.9791,112.38,5.98,0.11836288,4.9304,4.36948,4.29998,21.824,6.0158,4.47399,0.113527,4029,1,0,0,1.57202,0.113719,0.272565,0.379447,100.2953,33.47707
169,4.6071,34.2771,0.1746,21.0758,95.7658,24.9906,112.38,6.42,0.17306623,3.6185,11.678,3.67566,22.242,0.982608,10.4375,0.143234,4147,1,0,0,1.36834,0.135709,0.319387,0.320612,100.2928,33.53344
170,4.6071,46.5849,0.1428,23.0736,72.8279,39.0709,111.377,7.997,0.05271886,1.1655,0.47293,0.94802,28.33,6.08464,6.51547,0.43024,4308,0,0,1,0.455927,0.163129,0.288846,0.346444,99.41642,35.90283
171,5.7056,41.7024,0.501,21.0758,126.6821,36.0537,111.377,6.38,0.28640035,1.4133,5.5132,1.72439,23.828,1.94132,5.33326,0.368609,4001,0,1,0,0.519188,0.103945,0.321597,0.336582,101.8924,35.43801
172,5.3394,34.1754,0.2052,19.078,96.7631,31.025,111.377,5.831,0.16107617,2.7895,5.97128,2.89453,24.19,3.71223,6.8038,0.32133,4167,1,0,0,1.33706,0.0727586,0.385075,0.28599,100.9176,33.48568
173,5.5572,28.4792,0.144,17.0802,84.7955,31.025,111.377,6.04,0.11655502,2.7932,6.23654,3.17855,21.604,4.86184,4.09305,0.32214,3924,1,0,0,1.40186,0.170206,0.284383,0.351022,101.0359,33.43099
174,5.7749,21.0539,0.1236,23.0736,77.8144,34.0422,110.374,6.43,0.07727043,2.0294,2.27564,2.50917,29.266,5.66187,4.75572,0.085812,3705,0,0,1,0.565928,0.0950695,0.2783,0.3651,99.74296,36.04336
175,4.5081,18.6127,0.1134,23.0736,81.8036,33.0365,110.374,6.09,0.08319273,2.2165,3.84045,2.47056,22.508,0.78525,8.90058,0.112658,4136,1,0,0,1.39622,0.157712,0.312738,0.313673,100.75,33.6007
176,5.4186,46.2797,0.093,23.0736,68.8387,28.0078,109.37,6.21,0.06529076,3.0893,1.58992,2.27555,22.686,0.46356,6.39072,0.133368,4026,0,1,0,0.58568,0.118456,0.26373,0.367276,101.7194,35.56214
177,4.8347,30.1067,0.1134,18.0791,84.7955,33.0365,109.37,6.809,0.04670305,1.2598,1.94061,1.23033,24.458,5.96031,5.75646,0.0316122,3792,1,0,0,1.43163,0.0928074,0.359454,0.304427,100.9869,33.54132
178,4.6763,36.9218,0.1134,21.0758,88.7847,37.0594,109.37,6,0.0902891,4.338,2.63952,4.45338,25.33,4.38981,3.81055,0.217847,3969,1,0,0,1.59562,0.127915,0.252058,0.389289,100.9395,33.42938
179,6.9329,42.9231,0.1734,19.078,69.836,31.025,108.367,7.947,0.06052175,0.6208,0.59854,0.35636,26.264,2.18111,3.71264,0.454213,4315,0,0,1,0.512871,0.117081,0.265562,0.37764,99.40302,35.82136
180,5.805,34.5823,0.1326,18.0791,62.8549,32.0308,108.367,8.087,0.04656798,1.1364,0.92037,0.74387,23.538,1.76786,7.07047,0.0509461,4371,0,0,1,0.357171,0.185737,0.331522,0.2862,99.42166,35.48373
181,5.4681,30.5136,0.4284,29.067,111.7226,30.0193,108.367,8.107,0.11644073,0.8422,1.27436,0.49961,21.722,0.0525731,5.34823,0.188016,3251,0,1,0,1.05782,0.021248,0.152411,0.546074,101.9301,35.56109
182,4.805,40.2784,0.1326,17.0802,78.8117,29.0136,108.367,6.44,0.08495903,1.6993,1.39309,2.17837,24.552,5.49675,5.17489,0.222527,3560,0,1,0,0.822894,0.0617251,0.20614,0.490619,101.8191,35.52713
183,3.5085,26.038,0.1644,27.0692,95.7658,39.0709,108.367,6.35,0.06885453,1.3934,2.36011,1.97175,21.988,4.24794,7.40799,0.343581,4274,1,0,0,1.30712,0.149711,0.395731,0.254346,100.8507,33.55924
184,4.805,38.1424,0.1848,24.0725,93.7712,29.0136,108.367,5.741,0.17306623,3.5045,5.89067,4.59458,24.526,1.42863,9.50562,0.0705932,4231,1,0,0,1.38357,0.154383,0.329192,0.298217,100.7641,33.67136
185,5.9827,39.4647,0.1032,18.0791,88.7847,25.9964,107.363,5.841,0.09478797,2.7052,2.95373,3.25374,23.734,1.24881,6.85507,0.306277,3566,0,1,0,0.662096,0.0803727,0.219218,0.438389,101.9628,35.52522
186,5.953,31.3273,0.1338,21.0758,82.8009,34.0422,107.363,5.89,0.11947461,4.1334,4.2652,4.60235,25.66,5.25182,4.96225,0.336548,4124,1,0,0,1.30906,0.164244,0.36223,0.279079,100.7261,33.68987
187,4.6071,30.1067,0.1848,20.0769,114.7145,29.0136,107.363,6.42,0.17306623,3.9296,11.8847,3.74373,21.266,5.90908,6.00361,0.242136,4034,1,0,0,1.38762,0.127829,0.368597,0.299411,100.3322,33.60507
188,7.7642,39.8715,0.1428,22.0747,74.8225,31.025,106.36,7.049,0.05744631,0.8159,0.79291,1.29447,24.396,6.07095,6.19216,0.278893,3561,0,1,0,1.05854,0.0525154,0.16488,0.529482,101.7668,35.33035
189,6.0322,29.293,0.1542,24.0725,90.7793,33.0365,106.36,6.14,0.09654388,3.2185,3.1568,3.74664,23.846,4.90886,10.8845,0.296898,3860,1,0,0,1.39809,0.108952,0.32902,0.328993,100.9397,33.63421
190,3.2314,17.1887,0.1032,30.0659,109.728,31.025,106.36,6.44,0.08635129,2.4211,3.45489,3.10199,22.574,3.33836,8.16908,0.0509461,4355,1,0,0,1.35648,0.190366,0.348018,0.275849,100.6368,33.50828
191,5.3988,27.4621,0.144,25.0714,92.7739,33.0365,106.36,6.11,0.11655502,3.6769,3.72572,4.05654,22.392,4.77591,4.16484,0.555926,3977,1,0,0,1.4381,0.176358,0.258327,0.35629,100.9316,33.67396
192,4.9732,42.9231,0.1236,17.0802,105.7388,35.048,106.36,5.861,0.16024497,2.6113,5.10366,2.9133,24.926,1.00388,4.33986,0.129653,4088,1,0,0,1.46483,0.121704,0.316483,0.329657,101.0426,33.34666
193,3.647,16.7818,0.093,26.0703,94.7685,29.0136,106.36,6.52,0.09459056,1.5946,5.62015,1.5053,22.574,4.90886,4.99102,0.201201,4436,1,0,0,1.40437,0.180732,0.294928,0.307249,100.2875,33.51303
194,5.9926,46.4831,0.0828,22.0747,100.7523,35.048,106.36,6.22,0.13988057,3.8783,6.01446,3.31809,24.122,2.62195,4.12741,0.31196,4009,1,0,0,1.9024,0.0691777,0.180642,0.516357,101.0072,33.39275
195,8.4075,32.4462,0.1338,23.0736,75.8198,29.0136,106.36,5.821,0.11897589,2.0114,6.88279,2.48447,24,0.78525,10.2751,0.0199973,4227,1,0,0,1.37378,0.139173,0.35456,0.288386,100.89,33.56099
196,5.2998,27.3604,0.144,29.067,108.7307,35.048,106.36,6.819,0.11691867,2.761,6.90557,3.23287,23.918,3.72889,14.6828,0.042401,4323,1,0,0,1.15324,0.221792,0.664974,0.10016,100.425,33.63018
197,5.5473,31.2256,0.1338,14.0835,105.7388,34.0422,104.353,6.03,0.14910689,2.1439,5.45434,1.65325,25.122,2.9504,7.15049,0.525971,4350,1,0,0,1.22605,0.160649,0.434367,0.207647,100.831,33.46891
198,3.0334,20.2402,0.0726,19.078,87.7874,27.0021,104.353,6.09,0.1081599,2.198,7.09981,3.24456,23.258,2.35575,6.56118,0.0141412,3989,1,0,0,1.48005,0.124415,0.271175,0.369507,100.6593,33.38274
199,5.6759,49.1278,0.1632,22.0747,85.7928,36.0537,103.35,7.358,0.075847,1.4644,0.85741,1.14291,27.754,2.19063,9.50204,0.0945852,4192,0,0,1,0.329446,0.197404,0.317348,0.293476,99.43854,35.85024
200,6.537,32.7514,0.153,23.0736,69.836,30.0193,103.35,6.789,0.10617541,3.8371,1.33912,2.34979,22.718,0.970563,7.59996,0.226275,3671,0,1,0,0.934489,0.0458767,0.157045,0.535091,101.8483,35.61692
201,2.6079,28.6827,0.204,37.0582,107.7334,58.1799,103.35,8.237,0.0889384,2.6502,1.38224,1.12396,22.518,0.507003,4.57604,0.102595,4440,0,0,1,0.285774,0.210751,0.33259,0.280748,99.33523,36.06497
202,6.6557,46.5849,0.2562,24.0725,106.7361,33.0365,103.35,7.788,0.0790679,1.1824,1.7527,0.74085,25.028,0.674614,5.05097,0.250735,4367,0,0,1,0.286438,0.198402,0.36432,0.247571,99.52704,35.48174
203,6.2302,32.3445,0.2052,21.0758,78.8117,34.0422,103.35,6.2,0.10563513,1.3569,2.19027,2.1052,24.516,3.02159,10.4571,0.246666,3712,0,1,0,0.901978,0.0620036,0.174278,0.510857,101.825,35.43792
204,5.2504,37.5321,0.1542,25.0714,78.8117,32.0308,103.35,6.4,0.08200827,1.5722,3.02227,1.5192,23.976,3.77363,8.2886,0.183909,3905,0,1,0,0.410204,0.111182,0.419595,0.265106,101.7761,35.48915
205,4.8248,40.6535,0.1542,20.0769,93.7712,30.0193,103.35,6.14,0.11799923,2.1388,7.3693,3.21783,22.29,5.34018,4.70304,0.265602,4068,1,0,0,1.31662,0.158601,0.355444,0.288614,100.6113,33.5828
